180|7|4
180|9|2
180|2|1
180|6|2
181|2|5
181|8|1
181|7|1
182|1|3
182|2|3
182|5|3
183|1|4
183|2|2
183|4|3
183|5|5
183|3|1
184|6|2
184|8|2
184|1|2
184|7|2
185|9|5
185|1|2
185|8|4
186|7|3
186|8|5
187|1|2
187|7|2
187|9|3
187|5|4
188|6|5
188|2|3
188|4|4
188|5|1
188|8|2
188|7|3
189|4|5
189|2|5
189|8|1
189|3|5
190|1|5
190|3|4
190|5|4
191|7|1
191|9|4
192|6|3
192|1|5
192|4|5
192|5|3
193|3|5
193|7|4
193|9|3
194|1|4
194|4|2
194|9|4
194|6|1
194|2|2
195|9|3
195|8|2
196|6|3
196|2|2
196|1|1
196|4|3
196|5|2
197|7|2
197|8|2
197|4|2
197|3|5
197|6|5
198|2|5
198|8|4
198|7|5
198|6|4
198|1|5
198|4|1
199|6|5
199|7|5
199|2|4
199|8|3
199|9|2
200|1|5
200|7|5
200|5|2
200|9|1
201|6|1
201|1|1
201|7|4
202|5|5
202|2|1
202|9|5
203|3|2
203|9|2
203|7|2
203|2|5
203|5|1
204|2|1
204|4|1
204|9|3
205|6|2
205|3|4
205|2|1
206|6|4
206|3|3
207|4|2
207|8|4
207|1|2
207|5|4
207|3|1
208|6|3
208|2|2
208|8|3
209|9|1
209|5|4
209|4|3
209|8|3
209|1|1
210|9|5
210|5|2
210|4|4
210|7|1
210|6|3
210|2|5
211|9|3
211|4|1
211|7|4
212|9|3
212|7|5
212|2|2
213|9|2
213|8|1
213|7|1
214|3|3
214|7|5
214|1|5
215|7|3
215|1|4
215|4|1
215|5|1
216|6|4
216|3|5
216|7|2
216|4|4
216|2|4
217|1|2
217|3|3
217|8|2
218|1|2
218|5|4
218|3|3
219|3|4
219|7|1
219|4|1
220|3|2
220|5|1
220|2|2
220|7|5
221|1|3
221|2|1
221|7|4
221|5|2
221|6|3
221|4|5
222|5|5
222|9|3
222|7|3
222|1|3
223|8|4
223|9|4
223|4|2
223|1|5
224|9|3
224|5|4
224|6|1
225|7|3
225|6|4
226|9|4
226|4|4
226|5|3
226|8|2
226|1|3
227|2|4
227|6|1
227|1|1
228|1|1
228|7|3
228|3|2
228|5|2
229|4|4
229|2|1
229|8|4
230|4|5
230|5|1
230|3|2
231|8|1
231|9|1
231|7|2
231|1|4
232|2|4
232|8|4
232|4|4
232|6|1
232|3|3
233|3|1
233|2|2
233|7|5
233|9|3
234|5|1
234|6|5
234|9|4
235|3|5
235|5|3
236|9|5
236|7|4
236|5|4
237|9|1
237|4|3
238|4|5
238|2|5
239|5|2
239|1|3
239|7|5
239|8|4
240|7|3
240|3|2
240|1|2
241|9|5
241|2|1
241|1|1
241|3|5
242|9|5
242|6|5
242|2|5
243|8|1
243|4|3
243|6|3
243|9|4
244|5|3
244|8|2
244|9|4
244|1|4
245|2|5
245|1|3
246|4|2
246|9|4
247|1|4
247|3|1
248|9|5
248|2|2
248|5|2
248|6|1
248|4|3
249|8|2
249|7|2
249|4|4
250|3|3
250|2|4
250|1|1
251|9|2
251|5|1
251|7|3
252|3|5
252|4|3
252|5|1
253|3|4
253|1|4
253|6|5
253|8|3
254|4|5
254|3|2
254|9|1
254|1|1
254|6|3
255|8|1
255|9|2
256|6|4
256|2|5
256|7|3
256|8|5
257|6|4
257|4|2
258|7|3
258|1|1
258|8|3
258|5|1
259|9|2
259|7|5
259|5|3
260|2|3
260|5|5
260|4|2
261|9|3
261|3|4
261|5|2
261|8|5
261|4|5
261|7|2
261|2|3
262|1|4
262|9|1
262|7|1
263|2|3
263|8|5
263|5|5
263|7|4
263|1|4
264|4|1
264|7|2
264|3|4
265|8|4
266|3|4
266|4|1
266|1|4
266|5|1
267|4|1
267|1|2
267|7|3
267|2|5
268|9|5
268|7|5
269|7|1
269|9|4
269|8|5
269|6|2
269|3|3
270|6|1
270|9|1
270|3|3
270|2|5
271|5|3
271|4|3
271|6|4
271|3|3
272|6|3
272|3|5
272|7|5
272|9|3
272|4|4
273|4|3
273|7|4
273|6|1
273|1|5
273|8|5
274|7|3
274|4|1
274|6|5
274|2|1
274|9|5
275|2|2
275|3|5
275|9|4
275|4|5
276|3|4
276|1|2
276|6|2
276|5|3
276|4|4
277|6|3
277|3|1
277|9|1
277|7|5
278|7|1
278|1|4
278|3|5
278|6|5
279|4|3
279|3|3
279|7|4
279|6|5
280|9|3
280|2|1
280|5|5
281|5|4
281|9|4
281|1|2
281|7|2
282|1|4
282|9|2
282|7|3
282|3|1
283|6|4
283|4|2
283|5|2
284|4|1
284|7|2
284|8|2
285|7|4
285|6|1
285|9|5
285|8|5
286|6|1
286|4|3
286|9|1
287|2|2
287|3|4
287|4|1
287|1|5
287|7|2
288|6|2
289|6|4
289|5|5
289|7|1
290|4|4
290|3|2
290|5|3
291|7|2
291|2|4
291|5|4
291|3|3
291|8|4
292|9|2
292|1|4
292|3|5
292|6|4
292|2|5
292|8|2
293|3|3
293|1|5
294|9|1
294|1|1
294|8|1
294|5|4
294|7|1
295|3|2
295|4|5
295|6|3
295|7|4
295|2|1
295|5|4
296|9|5
296|1|3
296|7|1
296|5|2
296|4|5
297|5|3
297|8|5
297|1|1
297|3|1
297|7|5
297|6|3
297|2|4
298|5|3
298|8|4
298|7|3
299|1|5
299|5|4
299|8|2
299|2|3
299|3|3
300|1|2
300|9|5
300|2|4
301|9|3
301|6|2
302|2|5
302|4|3
303|5|5
303|3|2
303|9|2
304|3|2
304|7|5
304|8|3
304|6|2
304|4|1
305|7|1
305|9|2
305|6|1
305|2|2
306|7|2
306|5|5
306|2|1
306|1|5
307|8|2
307|3|1
307|5|1
307|1|2
308|9|2
308|6|1
309|8|4
309|4|3
309|2|3
309|9|2
309|6|1
310|4|4
310|9|3
311|2|1
311|7|4
311|4|2
311|8|5
312|5|4
312|2|2
312|9|4
313|3|4
313|7|1
313|9|5
314|8|4
314|7|1
314|3|1
314|5|5
315|1|4
315|8|4
315|4|2
316|3|5
316|7|4
316|6|4
316|1|5
316|2|4
316|5|5
316|8|2
317|3|2
317|1|3
317|4|3
317|5|1
318|5|1
318|4|4
318|9|4
318|2|5
318|1|1
319|1|3
319|2|3
319|6|5
320|9|5
320|5|3
320|3|2
320|4|4
321|7|5
321|5|4
321|8|3
321|3|2
322|4|1
322|6|1
323|8|4
323|4|5
324|1|2
324|4|1
325|6|5
325|1|4
325|4|2
325|2|5
325|5|2
325|3|5
326|8|5
326|6|4
326|9|4
326|1|2
327|1|3
327|6|5
327|5|1
328|3|1
328|7|2
328|1|4
328|6|2
328|4|2
329|5|4
329|9|2
329|8|1
330|5|5
330|2|1
330|7|1
330|1|2
330|4|1
331|4|5
331|8|2
331|2|3
332|1|2
332|2|1
332|9|2
333|4|3
333|8|5
333|7|1
334|4|2
334|9|4
334|7|2
335|3|1
335|6|5
335|9|2
335|7|2
335|8|3
335|5|5
336|5|3
336|7|4
336|8|2
336|4|3
336|1|2
336|6|2
337|8|1
337|6|2
337|4|1
337|2|4
338|9|5
338|2|5
338|7|4
338|1|2
339|8|5
339|6|2
339|4|2
339|2|3
339|9|5
340|4|2
340|2|3
340|7|1
340|8|1
340|9|3
340|1|2
341|6|1
341|2|5
341|1|3
342|4|1
342|6|1
342|8|4
343|2|5
343|9|4
343|1|3
343|4|2
343|3|3
343|6|1
343|7|3
344|1|4
344|3|5
344|6|5
344|9|5
345|2|1
345|5|2
345|1|4
345|8|4
346|2|5
346|4|1
346|8|3
346|5|3
346|9|4
347|6|3
347|9|2
347|5|4
347|3|1
348|9|5
348|4|3
348|8|2
348|7|2
349|1|3
349|6|4
349|4|1
350|8|2
350|2|5
350|6|3
350|3|2
350|7|1
350|5|5
351|7|2
351|4|1
351|9|2
352|3|2
352|7|1
352|5|1
353|7|1
353|9|3
354|9|2
354|6|5
354|5|5
354|4|4
355|1|5
355|4|5
355|9|2
356|5|4
356|2|1
356|9|1
357|6|2
357|4|5
357|7|3
357|9|4
358|9|4
358|1|4
358|7|4
359|1|2
359|2|5
360|1|4
360|6|2
360|5|1
360|7|1
360|4|4
361|1|5
361|5|1
361|7|1
361|2|3
362|6|2
362|7|1
362|8|1
362|1|1
362|4|3
362|3|3
363|2|5
363|5|5
363|3|2
363|9|2
364|2|1
364|4|5
364|7|3
364|8|2
364|9|1
365|2|3
365|5|2
365|6|5
365|9|4
365|3|1
366|3|1
366|8|2
366|5|1
366|1|5
367|1|5
367|2|4
367|6|3
367|5|1
367|3|3
368|5|4
368|8|1
368|7|3
368|6|4
369|9|3
369|2|2
369|5|4
369|6|4
370|2|5
370|5|5
370|3|4
371|9|2
371|8|4
371|2|1
372|2|2
372|8|1
372|9|2
372|4|5
373|6|2
373|9|5
373|7|2
374|2|3
374|9|2
374|8|4
375|8|4
375|5|1
375|7|2
376|4|2
376|7|1
376|8|4
376|6|5
376|9|5
377|2|4
377|3|4
377|7|1
377|8|3
377|5|5
378|1|5
378|8|5
378|6|1
378|2|5
379|5|1
379|6|2
379|9|5
379|3|3
380|4|2
380|8|4
380|9|4
380|3|1
381|5|3
381|3|3
381|6|2
381|7|1
382|9|2
382|3|5
382|7|2
383|2|4
383|7|2
383|4|5
384|6|2
385|9|2
385|8|5
385|5|5
386|7|5
386|8|5
386|5|5
387|4|1
387|3|5
387|7|5
388|5|4
388|1|4
388|9|3
388|7|4
389|7|1
389|9|1
389|2|4
389|6|1
390|6|2
390|4|1
390|5|5
390|9|2
391|1|2
391|7|4
392|7|4
392|4|4
393|3|3
393|7|3
394|6|5
394|3|3
395|6|3
395|3|1
395|8|5
395|7|4
395|4|5
396|9|4
396|2|4
396|6|1
396|3|4
396|7|4
396|5|2
397|1|4
397|5|4
397|4|5
398|6|3
398|3|2
398|1|2
398|4|1
399|5|4
399|3|3
399|6|1
399|4|5
399|2|5
399|7|3
400|9|3
401|4|3
401|3|1
402|5|2
402|2|4
402|7|1
402|1|2
403|1|1
403|7|1
403|8|4
404|1|4
404|6|3
404|2|1
405|4|2
405|1|4
405|2|4
405|6|3
405|8|1
406|1|2
406|2|5
406|9|2
407|5|3
407|2|5
407|1|2
407|7|3
407|6|3
408|4|1
408|5|1
408|8|5
409|5|4
409|1|4
409|6|4
409|2|1
409|9|2
409|8|1
409|4|4
410|6|1
410|8|3
410|9|4
410|3|2
411|4|2
411|8|3
411|9|3
411|6|2
412|8|3
412|5|2
412|6|2
412|9|4
413|2|3
413|8|1
413|9|4
413|7|5
414|7|2
414|4|1
414|6|4
414|3|1
415|4|1
415|9|5
415|2|2
415|7|2
416|2|5
416|9|2
416|4|1
416|1|3
417|1|2
417|2|2
417|5|1
418|6|5
418|2|5
419|4|1
419|8|3
419|5|2
419|9|1
420|8|1
420|6|1
421|6|4
421|3|4
421|8|2
421|2|4
422|5|1
423|5|5
424|1|5
424|8|4
424|5|3
425|2|5
425|5|1
425|3|1
426|3|4
426|9|1
426|8|2
426|2|5
427|6|2
427|5|5
427|2|1
427|4|3
427|7|3
428|7|3
428|1|5
428|2|2
428|4|5
429|8|3
429|5|4
429|7|2
430|7|2
430|3|2
430|2|1
430|5|1
431|2|2
431|4|5
431|8|5
432|7|4
433|1|5
433|7|3
433|6|4
433|9|2
434|7|2
434|2|3
434|4|1
434|6|5
434|3|2
435|8|4
435|9|5
435|5|4
435|6|1
436|3|3
436|9|5
436|7|2
436|5|4
437|9|3
437|3|1
437|6|3
437|7|4
437|2|5
438|9|3
438|2|5
438|6|3
438|5|5
438|1|3
439|8|4
439|4|3
439|7|4
439|1|4
440|8|2
440|9|3
440|4|1
440|5|1
441|9|3
441|1|5
441|6|5
441|4|5
441|2|3
441|8|3
442|4|1
442|1|3
442|7|1
443|4|5
443|8|1
443|1|4
443|2|2
444|1|3
444|8|1
444|4|2
444|5|4
445|9|2
445|5|5
445|7|4
446|5|4
446|8|5
446|3|3
447|3|3
447|8|2
447|1|1
448|8|5
448|2|2
448|7|3
449|5|2
449|9|4
449|1|3
449|4|1
450|9|3
450|8|1
450|2|5
450|7|3
451|5|1
451|7|5
451|9|4
451|1|3
452|4|3
452|1|1
453|9|1
453|6|4
453|3|2
454|5|3
454|2|2
454|3|5
455|2|4
455|8|2
455|1|2
455|7|3
456|4|4
456|5|1
456|3|1
456|1|2
456|9|5
457|4|3
457|2|2
457|9|3
458|4|3
458|1|4
458|3|1
458|5|5
459|9|2
459|5|4
460|9|5
460|3|5
461|4|5
461|3|1
461|7|3
461|2|4
461|8|2
462|7|3
462|8|1
462|6|2
462|4|2
462|2|5
463|1|2
463|9|1
463|7|1
463|6|3
464|1|3
464|7|1
465|9|4
465|1|2
465|4|4
465|2|2
466|6|5
466|7|4
466|8|3
466|3|4
466|4|1
467|8|4
467|7|5
467|3|2
467|5|4
468|7|3
468|1|4
468|3|1
468|2|3
468|6|4
468|9|1
468|8|5
468|4|1
469|9|4
469|8|4
469|6|3
470|6|2
470|8|1
470|1|4
470|4|4
471|3|5
471|4|4
471|1|5
471|5|3
472|3|4
472|1|3
473|2|5
473|8|1
473|9|2
473|1|2
474|3|1
474|8|5
474|2|2
474|1|2
475|3|1
475|7|4
475|1|5
476|4|3
476|9|3
476|7|3
477|8|4
477|1|3
477|7|1
478|9|4
478|1|2
478|7|5
478|8|4
479|9|3
479|5|4
479|6|4
479|2|5
480|5|5
480|9|2
480|6|2
480|8|2
480|2|5
480|4|5
481|9|4
481|7|3
481|1|3
482|6|2
482|3|3
482|9|5
482|5|4
483|6|1
483|7|2
483|1|5
484|7|2
484|2|4
485|8|5
485|3|4
485|1|2
485|9|4
485|7|4
485|5|2
486|3|2
486|8|5
486|1|1
486|6|2
487|9|5
487|8|5
487|3|5
488|6|4
488|4|5
488|8|5
488|3|1
489|9|5
489|4|1
489|8|3
490|9|2
490|2|5
490|4|2
491|8|3
491|3|5
491|4|5
492|4|3
492|6|5
492|1|4
493|3|2
493|4|2
493|8|3
493|1|5
493|5|5
493|6|5
493|7|1
494|1|5
494|7|5
494|4|2
494|6|3
495|5|3
495|8|4
495|2|4
495|1|3
496|2|1
496|6|3
496|8|1
497|2|3
497|3|4
497|1|1
497|7|2
498|3|1
498|5|4
498|4|5
499|7|5
499|9|4
499|3|4
500|6|1
500|4|1
500|9|5
500|8|2
501|3|4
501|4|4
501|9|2
501|1|1
502|5|1
502|9|3
502|2|2
502|8|1
502|1|2
503|9|5
503|3|3
503|5|4
504|2|5
504|9|3
504|5|2
505|5|4
505|7|1
505|1|2
506|1|2
506|2|5
506|4|2
507|7|1
507|1|5
507|9|1
507|8|5
507|6|2
507|5|2
508|8|2
508|9|5
508|6|5
508|1|1
509|3|4
509|2|4
509|9|4
509|8|4
510|1|2
510|6|4
511|7|3
511|8|2
511|6|3
512|4|5
512|3|1
512|2|4
512|8|5
512|7|1
513|6|1
513|1|3
513|5|2
513|4|3
514|3|3
514|5|4
514|1|5
514|9|5
514|4|3
515|8|1
515|6|4
515|4|4
516|7|5
516|8|1
516|6|4
517|1|4
517|6|1
517|4|4
517|2|5
517|3|3
518|3|5
518|4|1
518|1|3
518|8|2
518|5|3
519|5|3
519|2|1
519|4|2
519|3|5
519|6|4
519|1|1
520|6|1
520|5|5
520|4|4
521|7|5
521|1|5
521|2|2
521|8|4
522|4|5
522|3|4
522|1|3
522|5|5
522|7|3
523|5|5
523|6|4
523|4|4
523|9|1
523|8|4
523|1|4
524|1|2
524|2|5
524|4|3
525|8|3
525|1|1
526|6|5
526|9|4
526|7|5
526|1|4
527|5|1
527|8|1
527|6|1
527|4|1
528|7|5
528|3|4
528|9|2
528|4|1
529|8|5
529|5|1
529|6|3
529|7|4
530|5|1
530|2|5
530|7|4
531|7|2
531|4|4
531|6|3
532|5|5
532|4|5
532|2|4
532|8|4
533|4|5
533|8|5
534|5|4
534|8|2
534|3|1
534|9|3
535|6|2
536|4|5
536|9|4
536|6|4
536|1|1
536|8|1
536|2|1
537|1|3
537|4|5
537|2|2
537|8|1
537|3|1
538|4|3
538|5|5
538|1|1
539|8|3
539|3|2
540|7|2
540|4|5
540|8|2
540|3|3
541|9|3
541|6|1
541|7|3
542|3|3
542|4|1
542|9|2
543|6|4
543|5|3
543|1|1
543|9|2
544|3|5
544|1|2
545|5|4
545|4|5
545|7|2
546|2|1
546|1|2
546|3|4
547|3|1
547|4|1
547|1|1
548|1|1
548|7|4
548|5|5
549|8|1
549|2|3
549|5|1
550|6|1
550|7|5
550|9|3
550|4|5
551|9|5
551|7|2
551|1|4
551|4|2
551|6|5
551|2|4
552|9|2
552|8|4
552|2|4
552|3|2
553|9|4
553|8|4
554|9|4
554|2|2
554|1|5
554|3|4
554|8|2
555|7|4
555|8|2
555|1|5
555|3|3
556|8|4
556|1|2
556|6|5
556|3|1
557|1|2
557|9|2
557|3|5
557|2|5
558|3|1
558|7|4
558|4|3
558|6|2
559|1|5
559|6|2
559|4|4
560|4|1
560|1|2
560|9|1
561|5|1
561|8|1
561|3|4
561|6|4
562|5|5
562|6|1
563|2|1
563|8|3
564|4|2
564|2|2
565|7|2
565|3|4
565|6|3
565|2|1
565|5|4
566|3|4
566|6|5
566|8|3
566|9|5
567|4|1
567|6|3
567|9|3
568|6|4
568|3|2
568|9|2
569|7|2
569|1|2
569|4|3
569|6|2
569|3|5
570|4|5
570|8|1
570|7|5
570|1|2
571|9|1
571|6|1
571|7|3
572|6|2
572|4|5
572|8|2
572|7|1
572|3|5
573|9|3
573|4|2
574|1|2
574|8|3
574|6|5
574|5|1
575|1|3
575|9|3
575|6|4
575|2|3
576|4|4
576|2|4
576|5|3
576|7|5
577|1|4
577|3|2
577|2|4
577|8|3
578|2|4
578|7|1
578|9|2
578|5|4
579|5|2
579|7|2
580|1|4
580|7|5
580|4|4
580|2|1
580|5|5
580|8|3
581|7|1
581|3|2
581|1|2
581|2|1
581|9|3
581|8|2
582|5|2
582|1|5
582|7|3
583|1|1
583|7|5
584|4|3
584|7|5
584|2|5
584|3|2
584|9|5
585|2|4
585|1|4
585|8|4
585|6|5
585|4|2
586|7|4
586|6|4
586|2|5
586|1|5
587|8|2
587|3|5
587|9|5
587|7|3
587|6|3
588|2|1
588|8|2
588|7|5
588|5|2
589|6|5
589|1|5
589|7|4
589|8|3
589|3|2
590|2|5
590|1|4
591|3|3
591|9|4
591|7|1
591|2|3
591|4|3
592|1|4
592|4|1
592|6|3
592|5|3
592|2|1
593|8|2
593|7|3
593|3|1
593|5|1
594|2|1
594|5|2
594|7|2
594|6|1
595|8|2
595|5|1
595|1|3
595|6|2
596|1|5
596|6|2
596|2|4
596|9|4
596|8|4
597|8|5
597|5|3
597|7|2
598|7|4
598|6|2
598|9|1
599|5|3
599|8|1
599|2|5
599|6|2
600|6|4
601|4|2
601|9|4
601|8|4
601|2|2
601|3|2
601|6|4
602|7|3
602|5|2
602|2|5
602|9|3
602|4|4
603|6|1
603|9|2
603|8|1
603|2|1
603|1|4
604|9|1
605|3|2
605|8|2
606|3|4
606|6|3
606|9|5
606|1|4
607|2|3
607|1|2
607|4|3
607|3|5
608|1|2
608|7|3
608|8|2
608|5|5
609|8|2
609|5|3
609|1|1
609|6|2
610|8|1
610|9|3
610|2|3
610|5|3
611|6|3
611|3|4
611|8|2
611|1|2
612|8|5
612|3|5
612|9|2
612|5|5
612|7|5
613|5|1
613|6|5
613|9|3
614|8|5
614|2|5
614|9|3
614|3|5
614|4|3
614|6|2
615|9|4
615|7|3
615|3|2
615|1|2
616|2|2
616|5|1
616|4|5
616|6|3
617|8|3
617|4|2
618|2|1
618|3|3
619|6|3
619|1|1
619|7|1
620|7|5
620|2|4
620|1|5
620|3|3
621|2|4
621|4|4
621|1|2
621|5|3
621|8|2
622|8|1
622|2|1
623|5|5
624|9|2
624|1|1
624|3|1
624|7|4
624|4|2
624|6|5
625|3|2
625|7|3
625|2|3
625|9|5
625|4|4
626|8|1
626|1|1
626|4|5
626|6|5
627|2|2
627|1|4
627|8|5
627|9|1
628|5|5
628|3|2
628|1|2
628|7|5
629|5|1
629|6|5
629|8|4
629|2|2
629|4|1
630|6|4
630|1|1
630|2|2
631|6|2
631|3|1
631|5|2
631|2|2
632|1|5
632|8|1
632|6|5
633|3|5
633|4|4
633|8|5
634|4|4
634|6|5
634|2|2
635|2|1
635|5|5
635|6|3
635|8|1
636|4|1
636|2|5
