82|9|115|56.300
82|7|241|74.920
82|5|136|59.090
83|8|253|64.160
83|7|124|61.330
83|5|18|61.230
83|4|53|92.380
83|6|109|82.630
83|2|288|72.910
83|1|142|94.460
84|2|219|98.610
84|9|267|55.310
84|5|77|95.490
84|4|289|81.910
84|7|32|67.820
84|6|165|81.150
84|8|275|51.870
85|4|99|67.860
85|5|65|83.160
85|8|42|60.410
85|1|269|88.890
86|1|181|53.030
86|5|278|77.440
86|9|95|85.210
86|6|236|69.930
86|3|266|70.860
86|2|156|71.270
87|9|243|80.470
87|1|241|88.670
87|7|298|90.030
87|2|27|54.850
87|6|152|52.980
87|3|169|64.440
88|2|211|62.540
88|5|128|56.660
88|9|99|76.230
88|7|242|94.100
88|1|29|84.610
88|6|141|92.520
89|2|50|88.700
89|4|92|85.270
89|6|288|91.680
90|2|18|63.050
90|8|66|67.990
90|9|67|81.480
90|5|98|55.580
90|1|249|94.990
90|6|39|72.230
90|3|280|88.690
91|8|68|93.530
91|6|254|69.090
91|7|280|63.230
91|1|163|64.060
91|2|214|84.870
91|3|27|93.590
91|4|22|80.150
92|5|109|87.720
92|4|287|91.880
92|9|145|95.610
92|1|63|82.380
92|8|46|75.610
92|6|23|81.010
92|7|158|78.260
93|7|238|57.970
93|4|217|60.090
93|9|15|95.630
93|5|188|64.380
93|8|83|73.380
94|5|211|71.330
94|7|260|52.740
94|6|91|72.020
94|9|150|60.220
94|8|14|59.790
94|4|249|62.390
94|2|131|53.400
95|8|124|63.040
95|4|97|78.850
95|7|176|93.420
96|1|290|74.980
96|5|244|81.390
96|6|124|75.070
96|8|270|91.080
97|8|118|76.910
97|7|295|68.260
97|9|127|89.520
97|5|75|83.450
98|3|202|78.420
98|1|10|90.310
98|6|228|89.620
98|7|274|72.610
98|2|122|58.880
98|4|68|86.010
99|8|112|71.260
99|1|47|84.900
99|3|199|65.520
99|2|12|82.130
100|7|12|55.570
100|1|88|98.080
100|9|252|82.250
100|3|60|83.590
100|4|262|67.600
100|6|295|52.960
100|8|160|61.370
100|5|273|74.890
101|7|86|71.200
101|8|236|90.540
101|6|206|53.240
101|1|115|75.960
101|2|277|75.020
101|9|222|58.910
102|8|26|77.430
102|7|237|52.130
102|4|153|67.150
102|6|158|63.510
102|2|29|90.730
103|7|182|83.140
103|4|130|92.360
103|1|224|82.370
103|3|140|50.120
103|9|26|71.300
103|6|102|70.690
104|2|292|50.810
104|8|11|81.260
104|1|59|71.030
104|5|112|55.940
104|9|203|93.480
104|6|122|83.270
105|8|107|63.030
105|5|56|87.020
105|3|138|65.710
105|9|208|70.260
105|2|141|62.050
106|9|208|71.440
106|3|118|71.400
106|1|26|62.600
106|2|233|74.680
107|8|182|50.350
107|5|230|85.330
107|9|258|65.850
107|3|210|73.690
108|1|59|78.410
108|6|268|86.000
108|3|203|89.660
108|4|29|91.250
108|7|137|60.750
108|8|150|95.620
108|2|12|80.460
108|9|119|54.450
109|9|190|62.790
109|2|112|94.750
109|5|116|60.400
109|8|154|58.660
109|7|126|84.760
110|5|229|51.020
110|2|176|84.380
110|7|63|63.810
110|9|205|63.340
110|1|273|90.620
110|6|291|84.940
110|8|233|81.880
111|9|101|87.030
111|3|83|70.610
111|2|272|60.110
111|1|206|89.640
111|5|29|93.400
112|5|81|94.560
112|4|81|76.180
112|6|241|65.600
112|7|247|57.030
112|8|155|67.330
112|9|201|50.610
113|6|279|72.240
113|1|137|50.970
113|8|221|78.460
113|7|265|53.190
113|4|166|84.340
113|2|127|92.420
113|5|300|71.620
114|3|77|82.850
114|4|179|65.910
114|5|80|99.800
114|1|75|52.730
114|7|149|78.870
114|2|84|50.710
114|8|243|85.450
115|4|11|70.100
115|5|210|81.820
115|6|151|65.010
115|8|92|57.420
115|9|72|95.560
115|1|114|76.910
116|6|168|54.660
116|7|146|98.280
116|9|102|95.720
116|5|136|88.380
116|1|82|90.370
116|8|267|73.900
117|1|94|69.220
117|8|122|91.810
117|5|89|94.950
117|4|22|61.650
117|6|127|79.550
117|2|80|57.680
117|9|221|79.130
118|4|163|81.920
118|8|207|89.520
118|3|71|97.920
118|7|64|84.730
118|6|116|60.080
118|9|135|88.430
119|4|104|99.700
119|3|202|87.930
119|9|136|90.440
119|2|159|71.980
119|8|71|67.530
120|5|118|91.180
120|6|168|74.650
120|8|20|86.960
120|9|186|85.690
120|3|148|66.650
121|4|122|73.930
121|6|147|50.640
121|2|86|59.840
121|7|154|74.650
121|9|86|57.970
122|5|296|67.410
122|8|150|63.820
122|3|271|77.700
122|4|28|60.540
122|6|206|76.460
122|9|251|63.710
122|7|23|71.730
123|4|73|97.040
123|3|206|57.320
123|6|191|97.960
123|1|219|88.670
123|7|14|60.410
124|7|61|66.670
124|1|91|63.140
124|9|51|67.090
124|5|295|97.780
124|3|261|96.280
125|9|80|56.940
125|2|269|94.890
126|4|125|62.780
126|9|260|77.090
126|1|43|82.220
126|2|47|50.010
126|3|48|57.150
126|7|290|70.600
126|5|116|85.280
127|3|273|51.940
127|7|160|75.420
127|5|241|54.280
127|2|157|63.050
127|9|171|51.950
127|8|139|58.730
127|6|141|96.830
127|1|265|65.710
127|4|77|73.390
128|3|11|66.020
128|1|97|72.120
128|9|51|74.600
128|7|202|74.380
128|6|164|61.410
128|5|283|59.870
128|2|277|58.220
129|2|117|89.090
129|4|275|93.770
129|9|80|85.440
129|8|196|90.250
129|5|34|70.120
129|6|195|55.460
130|2|200|53.210
130|5|142|60.670
130|1|222|66.380
130|6|62|50.420
130|3|111|81.470
130|4|165|75.310
131|4|261|87.280
131|3|125|99.100
131|8|41|56.720
131|2|97|66.160
131|7|203|82.840
131|1|52|53.040
132|5|172|85.080
132|1|297|91.990
132|8|97|91.900
132|4|215|71.010
132|6|171|66.490
132|3|95|84.450
132|7|299|70.710
133|9|275|53.660
133|3|64|74.090
133|6|282|85.000
133|4|23|71.500
133|1|159|71.240
134|6|50|92.880
134|2|276|55.160
134|7|86|87.720
134|4|177|73.100
134|9|281|61.060
134|5|55|66.810
135|6|168|83.310
135|5|253|85.900
135|7|176|83.800
135|4|77|89.140
135|8|139|84.990
135|2|160|93.450
136|2|139|89.920
136|5|174|62.140
136|8|205|59.970
136|4|174|61.770
137|4|51|67.570
137|2|173|83.150
137|9|136|74.590
137|3|189|86.180
137|5|71|80.450
137|6|157|66.650
138|5|83|90.320
138|2|63|81.030
138|9|13|88.230
138|1|79|75.680
138|4|114|89.740
138|7|154|78.220
138|3|116|55.010
139|8|45|71.970
139|5|259|88.380
139|7|248|94.530
139|4|262|98.900
139|6|289|59.290
139|3|223|57.630
139|1|205|57.880
140|4|212|56.110
140|2|240|74.590
140|1|244|99.510
141|7|92|84.550
141|5|18|85.330
141|3|212|54.650
141|8|79|69.670
142|7|225|69.540
142|8|146|52.190
142|1|65|92.040
143|2|101|88.920
143|1|128|61.850
143|9|95|72.860
143|8|196|65.300
143|4|32|73.940
144|3|96|82.080
144|7|102|87.230
144|4|192|99.440
144|1|128|50.230
144|5|242|60.300
145|4|155|68.220
145|8|49|99.440
145|3|113|64.590
145|2|233|62.850
145|5|235|76.260
145|7|238|91.120
145|9|156|97.400
146|2|146|84.380
146|3|68|51.490
146|4|199|91.110
146|1|39|76.800
146|7|31|52.830
146|5|143|70.290
146|9|159|89.500
147|5|298|53.530
147|8|244|60.980
147|2|152|71.090
147|7|155|59.730
148|8|277|68.900
148|5|259|88.740
148|9|139|95.660
148|7|280|92.920
148|6|22|81.220
149|7|138|69.780
149|9|80|68.130
149|4|136|65.390
149|3|300|77.770
149|5|65|67.060
150|7|189|81.190
150|9|125|88.330
150|2|192|80.200
150|5|247|92.220
150|3|47|87.500
151|7|84|69.690
151|8|125|72.330
151|3|124|96.270
151|2|237|79.310
151|5|103|81.840
151|1|187|95.230
152|4|152|57.520
152|7|210|91.450
152|5|159|99.550
152|3|57|83.820
152|1|112|89.450
152|8|273|79.410
153|5|53|88.570
153|2|35|61.810
153|9|263|85.720
153|4|160|50.920
153|3|288|59.740
153|8|283|95.790
154|8|294|55.940
154|4|167|76.850
154|3|228|89.640
154|7|204|70.650
154|5|63|74.740
154|6|300|97.350
154|1|16|82.060
154|9|56|69.940
155|6|147|94.400
155|8|264|98.260
155|2|85|75.900
155|9|236|72.330
155|4|21|67.670
156|4|41|74.600
156|5|180|78.510
156|3|115|50.120
156|7|77|64.630
157|3|224|98.060
157|7|222|96.730
157|9|97|97.850
157|8|116|58.210
157|2|159|62.070
158|3|194|90.150
158|6|113|87.560
158|7|33|69.040
158|1|286|62.710
158|5|288|56.010
159|3|63|80.830
159|5|270|80.100
159|6|100|84.540
159|2|107|56.150
160|8|87|61.710
160|6|286|74.300
160|5|201|75.650
160|1|126|87.150
161|3|214|70.530
161|8|223|75.860
161|7|173|55.660
161|4|207|67.230
161|6|249|67.310
161|9|80|81.130
162|7|41|77.860
162|6|255|72.960
162|2|290|90.740
162|3|34|62.710
162|5|15|75.190
163|5|167|86.740
163|7|270|65.920
163|4|115|99.630
163|2|177|79.190
163|3|212|57.230
163|8|262|62.610
163|1|168|64.810
164|4|222|55.170
164|5|141|74.530
164|6|236|51.330
164|3|259|60.860
164|7|227|81.720
164|1|156|95.920
165|5|90|61.140
165|6|195|88.700
165|4|31|52.840
165|3|254|87.570
165|2|217|64.400
165|1|134|73.330
165|9|127|52.050
166|2|66|55.280
166|7|190|70.670
166|5|81|91.340
166|6|201|78.130
166|1|36|88.340
166|4|93|99.250
166|3|255|63.340
167|6|221|96.860
167|5|141|96.670
167|2|292|77.280
167|1|300|52.770
167|4|228|68.230
167|8|139|69.910
168|8|277|77.800
168|9|43|95.480
168|6|96|61.900
168|7|170|66.360
168|1|10|66.560
169|5|26|70.140
169|4|211|59.220
169|1|201|95.260
169|6|204|92.870
169|9|172|90.130
170|2|186|92.160
170|4|128|82.630
170|5|35|55.050
170|7|229|98.110
170|8|84|77.080
170|3|82|90.280
170|9|170|50.480
171|4|80|69.650
171|6|117|62.890
171|5|219|80.510
171|8|169|98.620
171|9|245|52.020
171|2|72|52.590
172|2|64|74.570
172|4|32|69.460
172|1|115|64.670
172|3|217|60.550
172|9|297|66.920
173|8|172|57.080
173|5|276|74.730
173|3|288|54.860
173|1|50|62.060
173|2|98|52.000
173|7|41|55.660
174|2|51|78.430
174|3|99|64.500
174|8|212|65.860
174|1|89|89.850
174|5|188|92.890
175|7|123|69.980
175|3|286|97.850
175|2|215|60.350
175|9|31|70.770
175|5|183|56.600
175|4|205|58.540
175|8|133|89.820
175|6|246|83.320
175|1|271|97.690
176|3|203|54.520
176|7|37|86.100
176|1|187|92.180
176|4|177|65.200
176|5|235|67.550
176|9|209|77.190
177|1|219|94.270
177|8|72|81.470
177|9|146|80.980
177|7|57|94.580
177|5|210|88.490
178|4|47|90.860
178|3|117|58.780
178|5|216|83.270
178|6|23|72.990
178|8|32|89.840
178|7|100|65.480
179|9|26|92.880
179|8|160|52.600
179|4|93|98.780
179|7|262|71.610
179|5|225|52.860
179|1|35|78.420
179|2|185|64.810
180|3|130|93.040
180|2|291|58.560
180|5|295|50.690
181|8|238|90.360
181|7|98|95.890
181|4|167|72.790
181|2|193|93.450
181|6|229|69.840
182|3|65|67.730
182|7|44|91.940
182|2|215|65.090
182|1|58|92.220
182|5|255|64.920
182|6|87|59.900
182|8|49|82.450
182|4|103|68.380
183|4|202|74.330
183|9|183|80.460
183|7|109|77.790
183|6|226|86.560
183|5|94|51.810
183|1|249|69.060
184|2|268|68.810
184|7|38|80.430
184|5|290|63.370
184|9|285|70.150
184|6|187|99.030
184|3|161|98.570
184|8|62|94.680
184|1|178|75.050
185|4|235|83.170
185|7|285|95.180
185|6|239|58.770
185|5|99|71.110
185|2|13|55.510
186|2|31|81.150
186|1|215|54.520
186|7|158|78.970
186|8|110|87.650
186|3|290|65.650
187|2|202|94.190
187|8|16|69.440
187|6|146|56.980
187|7|211|58.030
187|3|118|78.240
187|4|99|73.810
188|2|72|77.380
188|8|113|75.580
188|3|107|64.440
188|4|269|65.600
188|9|226|59.070
188|1|300|72.070
188|7|11|91.230
189|5|191|57.610
189|6|102|65.690
189|8|32|91.380
190|7|176|84.920
190|2|26|92.210
190|5|191|52.520
190|4|184|81.630
191|1|110|81.950
191|7|101|68.540
191|8|94|83.680
191|4|10|66.220
191|9|300|82.480
192|7|26|99.030
192|8|113|78.680
192|1|31|85.010
192|9|232|74.020
192|5|96|92.120
192|2|16|96.710
193|1|291|73.580
193|7|105|96.900
193|8|158|75.950
193|2|70|96.020
193|6|257|54.200
194|8|169|87.530
194|5|74|73.600
194|2|72|56.660
194|1|230|91.630
194|9|226|79.150
195|7|84|56.960
195|4|281|57.390
195|6|97|83.360
195|5|119|84.540
195|1|183|62.560
195|9|222|76.890
196|4|12|92.420
196|9|99|99.270
196|3|285|86.000
196|8|85|79.830
196|6|298|90.570
197|1|150|52.810
197|5|292|72.370
197|9|188|70.080
197|8|260|71.650
197|6|127|83.440
197|7|221|87.540
198|2|19|70.900
198|5|242|71.740
198|8|52|51.010
198|6|227|62.660
198|1|200|81.540
198|3|130|94.650
198|9|123|59.810
199|9|27|58.190
199|1|106|78.950
199|8|202|96.810
199|2|173|82.040
199|4|97|98.660
199|5|168|72.870
199|7|126|68.030
200|1|275|73.390
200|5|274|94.670
200|4|95|62.180
200|8|87|68.220
200|6|232|84.560
200|3|267|79.960
200|9|236|86.640
200|7|242|95.900
201|6|239|80.020
201|2|86|72.730
201|1|76|90.050
201|3|290|69.010
201|8|38|59.630
201|5|264|87.260
202|8|76|95.400
202|3|77|97.670
202|1|90|78.980
202|2|200|52.400
203|9|123|73.100
203|5|166|65.120
203|8|64|89.190
203|2|140|59.440
203|1|178|60.860
203|3|126|77.540
204|8|296|63.940
204|5|261|95.160
204|9|195|97.270
204|7|292|85.160
205|3|152|97.480
205|5|47|58.470
205|7|101|78.500
205|2|249|63.010
205|9|224|88.660
205|4|23|90.980
205|1|111|65.030
206|9|241|60.160
206|4|118|67.020
206|8|25|64.340
206|6|260|86.010
206|7|108|84.440
206|1|205|79.800
206|2|54|92.370
207|7|198|99.680
207|5|246|59.040
207|4|117|78.050
207|9|230|70.690
207|1|39|75.480
207|8|169|96.220
207|3|230|79.590
208|4|270|80.980
208|3|203|85.870
208|2|273|79.200
208|5|81|94.110
208|7|287|57.760
209|2|272|55.640
209|9|296|65.820
209|4|222|64.260
209|8|150|69.120
210|4|68|57.180
210|2|44|90.780
210|6|259|87.850
210|5|125|54.340
210|7|36|73.800
210|3|89|91.220
211|1|174|76.430
211|6|40|76.520
211|8|57|51.220
211|4|259|58.490
211|7|209|93.150
212|7|186|97.970
212|8|41|99.680
212|9|77|66.770
212|2|92|86.570
212|3|300|83.700
212|5|292|52.670
212|6|245|55.320
212|4|290|50.700
213|6|259|80.540
213|2|93|67.420
213|9|52|67.820
213|8|164|57.580
213|1|116|60.580
213|5|240|71.130
213|3|136|61.540
213|7|132|84.780
213|4|200|93.300
214|3|190|77.440
214|6|94|97.370
214|4|161|89.930
215|3|85|95.670
215|7|268|84.200
215|8|293|70.730
215|2|182|75.540
215|4|31|59.240
215|5|234|59.960
216|9|84|55.790
216|1|27|64.430
216|8|233|71.580
216|5|92|67.160
216|3|99|69.580
217|5|229|67.690
217|2|288|79.350
217|7|45|71.470
217|3|181|53.960
217|8|89|99.220
217|1|248|84.160
218|3|35|68.150
218|4|112|95.770
218|8|108|96.920
218|2|200|93.530
218|9|79|96.500
218|6|170|63.130
219|9|220|61.720
219|2|65|87.910
219|8|95|55.750
219|7|20|91.280
219|3|79|74.280
219|1|165|54.890
220|4|285|92.930
220|5|167|50.550
220|6|133|93.480
220|8|152|79.800
220|9|119|85.130
220|2|241|91.150
221|5|260|62.250
221|2|260|70.520
221|9|40|58.870
221|8|46|65.010
221|6|259|80.670
222|6|139|68.080
222|2|195|58.760
222|7|175|92.600
222|4|238|97.730
222|1|279|99.270
222|9|249|99.060
223|1|30|52.200
223|6|240|93.410
223|4|241|74.790
223|5|49|91.500
223|8|228|76.060
224|3|80|78.140
224|6|90|98.800
224|9|169|53.090
225|1|223|84.550
225|2|30|76.880
225|3|174|63.950
225|4|198|70.220
225|8|224|62.800
225|6|119|69.950
225|7|148|97.990
226|2|144|73.210
226|8|205|89.210
226|7|54|75.450
226|6|232|66.120
226|4|279|62.580
226|9|158|66.900
226|5|189|72.050
227|3|159|77.220
227|2|271|57.050
227|6|94|51.650
227|8|136|66.730
227|4|104|58.740
228|3|144|78.440
228|4|172|54.000
228|7|66|87.780
228|1|209|80.880
228|8|170|77.790
228|9|263|88.240
228|5|12|88.170
228|2|256|77.630
229|3|267|87.890
229|6|57|74.780
229|4|240|67.290
229|7|93|94.360
229|2|210|50.550
229|1|299|99.000
229|9|159|71.740
230|9|259|91.940
230|4|144|99.400
230|2|212|83.100
230|8|295|68.480
230|7|218|98.960
230|6|208|54.610
230|3|107|78.840
230|5|64|53.080
231|4|279|55.310
231|6|140|53.690
231|5|17|54.840
231|9|99|76.840
231|1|98|83.090
232|6|47|63.990
232|5|275|51.500
232|8|296|97.870
232|2|102|76.180
232|7|159|74.840
232|9|299|92.490
232|3|16|72.970
233|9|212|57.870
233|2|37|74.560
233|5|62|57.890
233|4|153|62.550
233|3|285|99.650
233|8|254|54.570
233|7|235|52.460
233|6|179|85.590
234|4|44|61.860
234|2|212|94.340
234|5|281|76.410
234|3|259|61.540
234|7|223|67.620
235|8|103|84.130
235|3|246|58.890
235|5|256|79.890
235|7|83|97.820
235|9|131|81.910
235|2|106|93.470
236|4|254|91.520
236|2|123|65.930
236|8|17|62.750
236|6|120|90.700
236|1|211|60.120
236|7|60|78.410
236|5|111|85.020
237|5|99|60.540
237|2|188|79.970
237|9|266|85.620
237|7|198|60.120
237|3|118|79.340
237|4|294|97.830
238|6|174|51.340
238|5|123|85.960
238|7|225|72.580
238|8|294|66.260
238|3|29|50.380
238|2|132|52.600
239|9|41|91.610
239|8|52|87.990
239|4|91|96.340
239|6|278|73.960
239|2|153|58.100
240|8|248|82.340
240|2|132|63.020
240|5|125|99.610
240|9|278|84.230
240|7|77|92.020
240|3|26|60.700
241|5|128|76.650
241|8|118|64.120
241|3|74|67.110
241|9|273|77.410
241|4|217|87.450
242|7|187|69.580
242|4|141|65.560
242|3|183|72.840
242|5|195|53.030
242|1|119|64.200
243|4|49|54.770
243|7|218|80.610
243|1|165|66.000
243|2|165|52.420
243|5|244|50.470
244|6|28|81.550
244|8|18|88.330
244|4|227|51.290
244|9|98|70.330
244|7|217|99.750
244|3|49|67.590
244|5|223|96.090
245|9|175|95.280
245|3|218|57.340
245|7|239|97.300
245|8|120|76.660
246|3|174|81.630
246|4|298|61.960
246|8|122|70.180
246|1|198|93.880
246|5|164|87.930
246|6|12|62.230
247|8|230|86.910
247|4|227|55.150
247|9|272|67.520
247|1|61|84.780
247|2|102|81.550
247|3|199|61.560
248|3|191|98.470
248|1|155|63.700
248|2|24|58.370
248|6|283|75.000
248|8|155|66.590
248|7|24|84.030
249|4|132|57.840
249|5|277|84.100
249|3|294|79.210
249|6|278|87.610
249|7|170|66.990
