110|2|3|2018-03-05
111|2|3|2018-03-08
112|2|3|2018-03-29
113|2|3|2018-04-10
114|2|3|2018-04-11
115|2|3|2018-04-25
116|2|3|2018-06-10
117|2|3|2018-06-27
118|2|3|2018-06-29
119|2|3|2018-07-15
120|2|3|2018-07-20
121|2|3|2018-08-18
122|2|3|2018-08-24
123|2|3|2018-08-25
124|3|1|2018-01-08
125|3|1|2018-01-20
126|3|1|2018-01-29
127|3|1|2018-02-16
128|3|1|2018-02-17
129|3|1|2018-02-23
130|3|1|2018-02-24
131|3|1|2018-02-27
132|3|1|2018-03-08
133|3|1|2018-03-18
134|3|1|2018-03-21
135|3|1|2018-03-31
136|3|1|2018-04-26
137|3|1|2018-04-30
138|3|1|2018-05-05
139|3|1|2018-05-20
140|3|1|2018-05-25
141|3|1|2018-06-04
142|3|1|2018-06-21
143|3|1|2018-07-15
144|3|1|2018-07-22
145|3|1|2018-07-29
146|3|1|2018-08-03
147|3|2|2018-02-20
148|3|2|2018-03-06
149|3|2|2018-03-16
150|3|2|2018-03-17
151|3|2|2018-03-20
152|3|2|2018-03-28
153|3|2|2018-03-30
154|3|2|2018-04-01
155|3|2|2018-04-09
156|3|2|2018-04-20
157|3|2|2018-04-21
158|3|2|2018-05-12
159|3|2|2018-05-20
160|3|2|2018-05-30
161|3|2|2018-06-01
162|3|2|2018-06-12
163|3|2|2018-06-17
164|3|2|2018-06-18
165|3|2|2018-06-24
166|3|2|2018-07-13
167|3|2|2018-07-29
168|3|2|2018-08-04
169|3|2|2018-08-05
170|3|2|2018-08-06
171|3|2|2018-08-14
172|3|2|2018-08-21
173|3|2|2018-08-31
174|3|3|2018-01-04
175|3|3|2018-02-09
176|3|3|2018-02-11
177|3|3|2018-03-27
178|3|3|2018-04-03
179|3|3|2018-04-08
180|3|3|2018-04-12
181|3|3|2018-05-22
182|3|3|2018-06-04
183|3|3|2018-06-07
184|3|3|2018-06-19
185|3|3|2018-06-28
186|3|3|2018-06-30
187|3|3|2018-07-30
188|3|3|2018-08-04
189|4|1|2018-01-26
190|4|1|2018-01-27
191|4|1|2018-02-01
192|4|1|2018-02-05
193|4|1|2018-02-06
194|4|1|2018-02-10
195|4|1|2018-02-28
196|4|1|2018-03-01
197|4|1|2018-03-07
198|4|1|2018-03-21
199|4|1|2018-03-27
200|4|1|2018-04-07
201|4|1|2018-04-09
202|4|1|2018-04-14
203|4|1|2018-04-20
204|4|1|2018-04-25
205|4|1|2018-05-07
206|4|1|2018-05-12
207|4|1|2018-05-17
208|4|1|2018-05-26
209|4|1|2018-05-31
210|4|1|2018-06-01
211|4|1|2018-06-10
212|4|1|2018-06-17
213|4|1|2018-06-20
214|4|1|2018-06-23
215|4|1|2018-07-01
216|4|1|2018-07-28
217|4|1|2018-08-16
218|4|1|2018-08-19
219|4|1|2018-08-24
220|4|1|2018-08-26
221|4|1|2018-08-27
222|4|2|2018-01-04
223|4|2|2018-01-16
224|4|2|2018-01-22
225|4|2|2018-02-16
226|4|2|2018-03-04
227|4|2|2018-03-17
228|4|2|2018-03-21
229|4|2|2018-03-22
230|4|2|2018-03-27
231|4|2|2018-03-30
232|4|2|2018-03-31
233|4|2|2018-04-17
234|4|2|2018-04-20
235|4|2|2018-04-24
236|4|2|2018-05-05
237|4|2|2018-05-14
238|4|2|2018-05-22
239|4|2|2018-05-30
240|4|2|2018-06-30
241|4|2|2018-07-04
242|4|2|2018-07-08
243|4|2|2018-07-14
244|4|2|2018-07-21
245|4|2|2018-08-15
246|4|2|2018-08-16
247|4|2|2018-08-17
248|4|3|2018-01-01
249|4|3|2018-02-02
250|4|3|2018-02-06
251|4|3|2018-02-17
252|4|3|2018-03-05
253|4|3|2018-03-17
254|4|3|2018-03-26
255|4|3|2018-03-28
256|4|3|2018-04-07
257|4|3|2018-05-31
258|4|3|2018-06-25
259|4|3|2018-07-14
260|4|3|2018-07-17
261|4|3|2018-08-11
262|4|3|2018-08-12
263|4|3|2018-08-15
264|5|1|2018-01-02
265|5|1|2018-01-04
266|5|1|2018-01-09
267|5|1|2018-01-11
268|5|1|2018-01-15
269|5|1|2018-01-16
270|5|1|2018-01-19
271|5|1|2018-02-23
272|5|1|2018-02-25
273|5|1|2018-03-03
274|5|1|2018-03-09
275|5|1|2018-04-10
276|5|1|2018-04-14
277|5|1|2018-04-27
278|5|1|2018-05-05
279|5|1|2018-05-18
280|5|1|2018-05-26
281|5|1|2018-06-02
282|5|1|2018-06-07
283|5|1|2018-08-07
284|5|1|2018-08-28
285|5|2|2018-01-01
286|5|2|2018-01-10
287|5|2|2018-02-01
288|5|2|2018-02-27
289|5|2|2018-03-03
290|5|2|2018-03-13
291|5|2|2018-03-31
292|5|2|2018-04-03
293|5|2|2018-04-12
294|5|2|2018-04-16
295|5|2|2018-04-23
296|5|2|2018-04-26
297|5|2|2018-04-30
298|5|2|2018-05-07
299|5|2|2018-05-24
300|5|2|2018-05-30
301|5|2|2018-06-03
302|5|2|2018-06-23
303|5|2|2018-07-02
304|5|2|2018-07-09
305|5|2|2018-07-12
306|5|2|2018-07-13
307|5|2|2018-08-21
308|5|3|2018-01-07
309|5|3|2018-01-17
310|5|3|2018-01-19
311|5|3|2018-02-15
312|5|3|2018-02-18
313|5|3|2018-02-19
314|5|3|2018-03-03
315|5|3|2018-03-21
316|5|3|2018-03-23
317|5|3|2018-03-24
318|5|3|2018-04-09
319|5|3|2018-04-13
320|5|3|2018-04-18
321|5|3|2018-05-05
322|5|3|2018-05-08
323|5|3|2018-05-19
324|5|3|2018-05-21
325|5|3|2018-06-03
326|5|3|2018-06-21
327|5|3|2018-06-25
328|5|3|2018-07-22
329|5|3|2018-07-31
330|5|3|2018-08-01
331|5|3|2018-08-14
332|5|3|2018-08-16
333|5|3|2018-08-19
334|5|3|2018-08-29
335|6|1|2018-01-02
336|6|1|2018-01-14
337|6|1|2018-02-13
338|6|1|2018-02-25
339|6|1|2018-03-04
340|6|1|2018-03-14
341|6|1|2018-05-05
342|6|1|2018-05-14
343|6|1|2018-05-27
344|6|1|2018-06-02
345|6|1|2018-06-09
346|6|1|2018-06-15
347|6|1|2018-06-17
348|6|1|2018-06-19
349|6|1|2018-06-25
350|6|1|2018-07-01
351|6|1|2018-07-08
352|6|2|2018-01-08
353|6|2|2018-01-11
354|6|2|2018-01-30
355|6|2|2018-02-11
356|6|2|2018-02-19
357|6|2|2018-03-05
358|6|2|2018-03-07
359|6|2|2018-03-22
360|6|2|2018-03-24
361|6|2|2018-03-27
362|6|2|2018-04-20
363|6|2|2018-04-29
364|6|2|2018-05-27
365|6|2|2018-05-30
366|6|2|2018-06-04
367|6|2|2018-06-28
368|6|2|2018-07-14
369|6|2|2018-07-16
370|6|2|2018-07-24
371|6|2|2018-08-12
372|6|3|2018-01-06
373|6|3|2018-01-31
374|6|3|2018-03-12
375|6|3|2018-03-28
376|6|3|2018-04-17
377|6|3|2018-05-05
378|6|3|2018-05-08
379|6|3|2018-05-10
380|6|3|2018-05-28
381|6|3|2018-05-29
382|6|3|2018-06-11
383|6|3|2018-06-18
384|6|3|2018-06-22
385|6|3|2018-06-26
386|6|3|2018-07-11
387|6|3|2018-07-20
388|6|3|2018-07-26
389|6|3|2018-08-07
390|6|3|2018-08-08
391|6|3|2018-08-18
392|6|3|2018-08-25
